Hit,Title,Artist,Featuring,Artist_Feat
0,Toy Soldiers,Martika,0,Martika
0,Forever Your Girl,Paula Abdul,0,Paula Abdul
0,The Living Years,Mike + The Mechanics,0,Mike + The Mechanics
0,Eternal Flame,The Bangles,0,The Bangles
0,Wild Thing,Tone Loc,0,Tone Loc
0,When I See You Smile,Bad English,0,Bad English
0,If I Could Turn Back Time,Cher,0,Cher
0,Buffalo Stance,Neneh Cherry,0,Neneh Cherry
0,When I'm with You,Sheriff,0,Sheriff
0,Don't Rush Me,Taylor Dayne,0,Taylor Dayne
0,Born to Be My Baby,Bon Jovi,0,Bon Jovi
0,Good Thing,Fine Young Cannibals,0,Fine Young Cannibals
0,The Lover in Me,Sheena Easton,0,Sheena Easton
0,Bust a Move,Young MC,0,Young MC
0,"Once Bitten, Twice Shy",Great White,0,Great White
0,Batdance,Prince,0,Prince
0,Rock On,Michael Damian,0,Michael Damian
0,Real Love,Jody Watley,0,Jody Watley
0,Love Shack,The B-52's,0,The B-52's
0,Every Little Step,Bobby Brown,0,Bobby Brown
0,Hangin' Tough,New Kids on the Block,0,New Kids on the Block
0,My Heart Can't Tell You No,Rod Stewart,0,Rod Stewart
0,So Alive,Love and Rockets,0,Love and Rockets
0,You Got It (The Right Stuff),New Kids on the Block,0,New Kids on the Block
0,Armageddon It,Def Leppard,0,Def Leppard
0,Satisfied,Richard Marx,0,Richard Marx
0,Express Yourself,Madonna,0,Madonna
0,I Like It,Dino,0,Dino
0,Soldier of Love,Donny Osmond,0,Donny Osmond
0,Sowing the Seeds of Love,Tears for Fears,0,Tears for Fears
0,Cherish,Madonna,0,Madonna
0,When the Children Cry,White Lion,0,White Lion
0,18 and Life,Skid Row,0,Skid Row
0,I Don't Want Your Love,Duran Duran,0,Duran Duran
0,Second Chance,.38 Special,0,.38 Special
0,The Way You Love Me,Karyn White,0,Karyn White
0,Funky Cold Medina,Tone Loc,0,Tone Loc
0,In Your Room,The Bangles,0,The Bangles
0,Miss You Like Crazy,Natalie Cole,0,Natalie Cole
0,Lovesong,The Cure,0,The Cure
0,Secret Rendezvous,Karyn White,0,Karyn White
0,Angel Eyes,The Jeff Healey Band,0,The Jeff Healey Band
0,Patience,Guns N' Roses,0,Guns N' Roses
0,Walk on Water,Eddie Money,0,Eddie Money
0,Cover Girl,New Kids on the Block,0,New Kids on the Block
0,Welcome to the Jungle,Guns N' Roses,0,Guns N' Roses
0,Shower Me With Your Love,Surface,0,Surface
0,Stand,R.E.M.,0,R.E.M.
0,Close My Eyes Forever,Lita Ford and Ozzy Osbourne,0,Lita Ford and Ozzy Osbourne
0,All This Time,Tiffany,0,Tiffany
0,After All,Cher and Peter Cetera,0,Cher and Peter Cetera
0,Roni,Bobby Brown,0,Bobby Brown
0,Love in an Elevator,Aerosmith,0,Aerosmith
0,Lay Your Hands on Me,Bon Jovi,0,Bon Jovi
0,The Promise,When in Rome,0,When in Rome
0,What I Am,Edie Brickell & New Bohemians,0,Edie Brickell & New Bohemians
0,I Remember Holding You,Boys Club,0,Boys Club
0,Paradise City,Guns N' Roses,0,Guns N' Roses
0,I Wanna Have Some Fun,Samantha Fox,0,Samantha Fox
0,She Wants to Dance with Me,Rick Astley,0,Rick Astley
0,Dreamin',Vanessa Williams,0,Vanessa Williams
0,It's No Crime,Babyface,0,Babyface
0,Poison,Alice Cooper,0,Alice Cooper
0,This Time I Know It's for Real,Donna Summer,0,Donna Summer
0,Smooth Criminal,Michael Jackson,0,Michael Jackson
0,Heaven Help Me,Deon Estus,0,Deon Estus
0,Rock Wit'cha,Bobby Brown,0,Bobby Brown
0,Thinking of You,Sa-Fire,0,Sa-Fire
0,What You Don't Know,Exposé,0,Exposé
0,Surrender To Me,Ann Wilson and Robin Zander,0,Ann Wilson and Robin Zander
0,The End of the Innocence,Don Henley,0,Don Henley
0,Keep on Movin',Soul II Soul,0,Soul II Soul
1,Hold On,Wilson Phillips,0,Wilson Phillips
1,It Must Have Been Love,Roxette,0,Roxette
1,Nothing Compares 2 U,Sinéad O'Connor,0,Sinéad O'Connor
1,Poison,Bell Biv DeVoe,0,Bell Biv DeVoe
1,Vogue,Madonna,0,Madonna
1,Vision of Love,Mariah Carey,0,Mariah Carey
1,Another Day in Paradise,Phil Collins,0,Phil Collins
1,Hold On,En Vogue,0,En Vogue
1,Cradle of Love,Billy Idol,0,Billy Idol
1,Blaze of Glory,Jon Bon Jovi,0,Jon Bon Jovi
0,Do Me!,Bell Biv DeVoe,0,Bell Biv DeVoe
0,How Am I Supposed to Live Without You,Michael Bolton,0,Michael Bolton
0,Pump Up the Jam,Technotronic,0,Technotronic
0,Opposites Attract,Paula Abdul,0,Paula Abdul
0,Escapade,Janet Jackson,0,Janet Jackson
0,All I Wanna Do Is Make Love to You,Heart,0,Heart
0,Close to You,Maxi Priest,0,Maxi Priest
0,Black Velvet,Alannah Myles,0,Alannah Myles
0,Release Me,Wilson Phillips,0,Wilson Phillips
0,Don't Know Much,Linda Ronstadt featuring Aaron Neville,1,Linda Ronstadt 
0,All Around the World,Lisa Stansfield,0,Lisa Stansfield
0,I Wanna Be Rich,Calloway,0,Calloway
0,Rub You the Right Way,Johnny Gill,0,Johnny Gill
0,She Ain't Worth It,Glenn Medeiros featuring Bobby Brown,1,Glenn Medeiros 
0,If Wishes Came True,Sweet Sensation,0,Sweet Sensation
0,The Power,Snap!,0,Snap!
0,(Can't Live Without Your) Love and Affection,Nelson,0,Nelson
0,Love Will Lead You Back,Taylor Dayne,0,Taylor Dayne
0,Don't Wanna Fall in Love,Jane Child,0,Jane Child
0,Two to Make It Right,Seduction,0,Seduction
0,Sending All My Love,Linear,0,Linear
0,Unskinny Bop,Poison,0,Poison
0,Step by Step,New Kids on the Block,0,New Kids on the Block
0,Dangerous,Roxette,0,Roxette
0,We Didn't Start the Fire,Billy Joel,0,Billy Joel
0,I Don't Have the Heart,James Ingram,0,James Ingram
0,Downtown Train,Rod Stewart,0,Rod Stewart
0,Rhythm Nation,Janet Jackson,0,Janet Jackson
0,I'll Be Your Everything,Tommy Page,0,Tommy Page
0,Roam,The B-52's,0,The B-52's
0,Everything,Jody Watley,0,Jody Watley
0,Back to Life (However Do You Want Me),Soul II Soul featuring Caron Wheeler,1,Soul II Soul 
0,Here and Now,Luther Vandross,0,Luther Vandross
0,Alright,Janet Jackson,0,Janet Jackson
0,Ice Ice Baby,Vanilla Ice,0,Vanilla Ice
0,Have You Seen Her,MC Hammer,0,MC Hammer
0,With Every Beat of My Heart,Taylor Dayne,0,Taylor Dayne
0,Come Back to Me,Janet Jackson,0,Janet Jackson
0,No More Lies,Michel'le,0,Michel'le
0,Praying for Time,George Michael,0,George Michael
0,How Can We Be Lovers,Michael Bolton,0,Michael Bolton
0,Do You Remember?,Phil Collins,0,Phil Collins
0,Ready or Not,After 7,0,After 7
0,U Can't Touch This,MC Hammer,0,MC Hammer
0,I Wish It Would Rain Down,Phil Collins,0,Phil Collins
0,Just Between You and Me,Lou Gramm,0,Lou Gramm
0,Something Happened on the Way to Heaven,Phil Collins,0,Phil Collins
0,Black Cat,Janet Jackson,0,Janet Jackson
0,Can't Stop,After 7,0,After 7
0,Janie's Got a Gun,Aerosmith,0,Aerosmith
0,The Humpty Dance,Digital Underground,0,Digital Underground
0,I'll Be Your Shelter,Taylor Dayne,0,Taylor Dayne
0,Free Fallin',Tom Petty,0,Tom Petty
0,Giving You the Benefit,Pebbles,0,Pebbles
0,Enjoy the Silence,Depeche Mode,0,Depeche Mode
0,Love Song,Tesla,0,Tesla
0,Price of Love,Bad English,0,Bad English
0,Girls Nite Out,Tyler Collins,0,Tyler Collins
0,King of Wishful Thinking,Go West,0,Go West
0,What Kind of Man Would I Be?,Chicago,0,Chicago
0,I Remember You,Skid Row,0,Skid Row
0,Get Up! (Before the Night Is Over),Technotronic featuring Ya Kid K,1,Technotronic 
0,Here We Are,Gloria Estefan,0,Gloria Estefan
0,Epic,Faith No More,0,Faith No More
0,Love Takes Time,Mariah Carey,0,Mariah Carey
0,Just Like Jesse James,Cher,0,Cher
0,All or Nothing,Milli Vanilli,0,Milli Vanilli
0,Romeo,Dino,0,Dino
0,Everybody Everybody,Black Box,0,Black Box
0,I Go to Extremes,Billy Joel,0,Billy Joel
0,Whip Appeal,Babyface,0,Babyface
0,Oh Girl,Paul Young,0,Paul Young
0,C'mon and Get My Love,D Mob with Cathy Dennis,0,D Mob with Cathy Dennis
0,(It's Just) The Way That You Love Me,Paula Abdul,0,Paula Abdul
0,We Can't Go Wrong,The Cover Girls,0,The Cover Girls
0,When I'm Back on My Feet Again,Michael Bolton,0,Michael Bolton
0,Make You Sweat,Keith Sweat,0,Keith Sweat
0,This One's for the Children,New Kids on the Block,0,New Kids on the Block
0,What It Takes,Aerosmith,0,Aerosmith
0,Forever,Kiss,0,Kiss
0,Jerk Out,The Time,0,The Time
0,Just a Friend,Biz Markie,0,Biz Markie
0,Whole Wide World,A'Me Lorain,0,A'Me Lorain
0,Without You,Mötley Crüe,0,Mötley Crüe
0,Swing the Mood,Jive Bunny and the Mastermixers,0,Jive Bunny and the Mastermixers
0,Thieves in the Temple,Prince,0,Prince
0,Mentirosa,Mellow Man Ace,0,Mellow Man Ace
0,Tic-Tac-Toe,Kyper,0,Kyper
1,(Everything I Do) I Do It for You,Bryan Adams,0,Bryan Adams
1,I Wanna Sex You Up,Color Me Badd,0,Color Me Badd
1,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,0,C+C Music Factory
1,Rush Rush,Paula Abdul,0,Paula Abdul
1,One More Try,Timmy T,0,Timmy T
1,Unbelievable,EMF,0,EMF
1,More Than Words,Extreme,0,Extreme
1,I Like the Way (The Kissing Game),Hi-Five,0,Hi-Five
1,The First Time,Surface,0,Surface
1,Baby Baby,Amy Grant,0,Amy Grant
0,Motownphilly,Boyz II Men,0,Boyz II Men
0,Because I Love You (The Postman Song),Stevie B,0,Stevie B
0,Someday,Mariah Carey,0,Mariah Carey
0,High Enough,Damn Yankees,0,Damn Yankees
0,From a Distance,Bette Midler,0,Bette Midler
0,All the Man That I Need,Whitney Houston,0,Whitney Houston
0,"Right Here, Right Now",Jesus Jones,0,Jesus Jones
0,I Adore Mi Amor,Color Me Badd,0,Color Me Badd
0,Love Will Never Do (Without You),Janet Jackson,0,Janet Jackson
0,Good Vibrations,Marky Mark and the Funky Bunch featuring Loleatta Holloway,1,Marky Mark and the Funky Bunch 
0,Justify My Love,Madonna,0,Madonna
0,Emotions,Mariah Carey,0,Mariah Carey
0,Joyride,Roxette,0,Roxette
0,Romantic,Karyn White,0,Karyn White
0,Hold You Tight,Tara Kemp,0,Tara Kemp
0,I Don't Wanna Cry,Mariah Carey,0,Mariah Carey
0,You're in Love,Wilson Phillips,0,Wilson Phillips
0,Every Heartbeat,Amy Grant,0,Amy Grant
0,Sensitivity,Ralph Tresvant,0,Ralph Tresvant
0,Touch Me (All Night Long),Cathy Dennis,0,Cathy Dennis
0,I've Been Thinking About You,Londonbeat,0,Londonbeat
0,Do Anything,Natural Selection,0,Natural Selection
0,Losing My Religion,R.E.M.,0,R.E.M.
0,Coming Out of the Dark,Gloria Estefan,0,Gloria Estefan
0,It Ain't Over 'til It's Over,Lenny Kravitz,0,Lenny Kravitz
0,Here We Go,C+C Music Factory,0,C+C Music Factory
0,Where Does My Heart Beat Now,Celine Dion,0,Celine Dion
0,Summertime,DJ Jazzy Jeff & The Fresh Prince,0,DJ Jazzy Jeff & The Fresh Prince
0,Wind of Change,Scorpions,0,Scorpions
0,P.A.S.S.I.O.N.,Rythm Syndicate,0,Rythm Syndicate
0,The Promise of a New Day,Paula Abdul,0,Paula Abdul
0,I'm Your Baby Tonight,Whitney Houston,0,Whitney Houston
0,Love of a Lifetime,FireHouse,0,FireHouse
0,Fading Like a Flower (Every Time You Leave),Roxette,0,Roxette
0,This House,Tracie Spencer,0,Tracie Spencer
0,Hole Hearted,Extreme,0,Extreme
0,Power of Love/Love Power,Luther Vandross,0,Luther Vandross
0,Impulsive,Wilson Phillips,0,Wilson Phillips
0,Love Is a Wonderful Thing,Michael Bolton,0,Michael Bolton
0,Rhythm of My Heart,Rod Stewart,0,Rod Stewart
0,Things That Make You Go Hmmm...,C+C Music Factory,0,C+C Music Factory
0,I Touch Myself,Divinyls,0,Divinyls
0,Tom's Diner,DNA featuring Suzanne Vega,1,DNA 
0,Iesha,Another Bad Creation,0,Another Bad Creation
0,Something to Talk About,Bonnie Raitt,0,Bonnie Raitt
0,After the Rain,Nelson,0,Nelson
0,Play That Funky Music,Vanilla Ice,0,Vanilla Ice
0,Temptation,Corina,0,Corina
0,Can't Stop This Thing We Started,Bryan Adams,0,Bryan Adams
0,I Can't Wait Another Minute,Hi-Five,0,Hi-Five
0,3 a.m. Eternal,The KLF,0,The KLF
0,"Time, Love and Tenderness",Michael Bolton,0,Michael Bolton
0,Sadeness (Part I),Enigma,0,Enigma
0,Around the Way Girl,LL Cool J,0,LL Cool J
0,I'll Be There,The Escape Club,0,The Escape Club
0,Cream,Prince and The New Power Generation,0,Prince and The New Power Generation
0,Now That We Found Love,Heavy D & the Boyz,0,Heavy D & the Boyz
0,Show Me the Way,Styx,0,Styx
0,Cry for Help,Rick Astley,0,Rick Astley
0,The Way You Do the Things You Do,UB40,0,UB40
0,Here I Am (Come and Take Me),UB40,0,UB40
0,Signs,Tesla,0,Tesla
0,Too Many Walls,Cathy Dennis,0,Cathy Dennis
0,Crazy,Seal,0,Seal
0,I'll Give All My Love to You,Keith Sweat,0,Keith Sweat
0,Place in this World,Michael W. Smith,0,Michael W. Smith
0,Something to Believe In,Poison,0,Poison
0,Wicked Game,Chris Isaak,0,Chris Isaak
0,Get Here,Oleta Adams,0,Oleta Adams
0,Round and Round,Tevin Campbell,0,Tevin Campbell
0,Silent Lucidity,Queensrÿche,0,Queensrÿche
0,I'm Not in Love,Will to Power,0,Will to Power
0,Piece of My Heart,Tara Kemp,0,Tara Kemp
0,Real Real Real,Jesus Jones,0,Jesus Jones
0,Everybody Plays the Fool,Aaron Neville,0,Aaron Neville
0,Just Another Dream,Cathy Dennis,0,Cathy Dennis
0,Strike It Up,Black Box,0,Black Box
0,Rico Suave,Gerardo,0,Gerardo
0,Disappear,INXS,0,INXS
0,Groove Is in the Heart,Deee-Lite,0,Deee-Lite
0,All This Time,Sting,0,Sting
0,The One and Only,Chesney Hawkes,0,Chesney Hawkes
0,O.P.P.,Naughty by Nature,0,Naughty by Nature
0,Freedom! '90,George Michael,0,George Michael
0,I Saw Red,Warrant,0,Warrant
0,Miles Away,Winger,0,Winger
0,Do You Want Me,Salt-n-Pepa,0,Salt-n-Pepa
0,The Motown Song,Rod Stewart,0,Rod Stewart
0,Shiny Happy People,R.E.M.,0,R.E.M.
1,End of the Road,Boyz II Men,0,Boyz II Men
1,Baby Got Back,Sir Mix-a-Lot,0,Sir Mix-a-Lot
1,Jump,Kris Kross,0,Kris Kross
1,Save the Best for Last,Vanessa Williams,0,Vanessa Williams
1,Baby-Baby-Baby,TLC,0,TLC
1,Tears in Heaven,Eric Clapton,0,Eric Clapton
1,My Lovin' (You're Never Gonna Get It),En Vogue,0,En Vogue
1,Under the Bridge,Red Hot Chili Peppers,0,Red Hot Chili Peppers
1,All 4 Love,Color Me Badd,0,Color Me Badd
1,Just Another Day,Jon Secada,0,Jon Secada
0,I Love Your Smile,Shanice,0,Shanice
0,To Be with You,Mr. Big,0,Mr. Big
0,I'm Too Sexy,Right Said Fred,0,Right Said Fred
0,Black or White,Michael Jackson,0,Michael Jackson
0,Achy Breaky Heart,Billy Ray Cyrus,0,Billy Ray Cyrus
0,I'll Be There,Mariah Carey,0,Mariah Carey
0,November Rain,Guns N' Roses,0,Guns N' Roses
0,Life Is a Highway,Tom Cochrane,0,Tom Cochrane
0,Remember the Time,Michael Jackson,0,Michael Jackson
0,Finally,CeCe Peniston,0,CeCe Peniston
0,This Used to Be My Playground,Madonna,0,Madonna
0,Sometimes Love Just Ain't Enough,Patty Smyth and Don Henley,0,Patty Smyth and Don Henley
0,Can't Let Go,Mariah Carey,0,Mariah Carey
0,Jump Around,House of Pain,0,House of Pain
0,Diamonds and Pearls,Prince and The New Power Generation,0,Prince and The New Power Generation
0,Don't Let the Sun Go Down on Me,George Michael and Elton John,0,George Michael and Elton John
0,Masterpiece,Atlantic Starr,0,Atlantic Starr
0,If You Asked Me To,Celine Dion,0,Celine Dion
0,Giving Him Something He Can Feel,En Vogue,0,En Vogue
0,Live and Learn,Joe Public,0,Joe Public
0,Come and Talk to Me,Jodeci,0,Jodeci
0,Smells Like Teen Spirit,Nirvana,0,Nirvana
0,Humpin' Around,Bobby Brown,0,Bobby Brown
0,Damn I Wish I Was Your Lover,Sophie B. Hawkins,0,Sophie B. Hawkins
0,Tell Me What You Want Me to Do,Tevin Campbell,0,Tevin Campbell
0,Ain't 2 Proud 2 Beg,TLC,0,TLC
0,It's So Hard to Say Goodbye to Yesterday,Boyz II Men,0,Boyz II Men
0,Move This,Technotronic featuring Ya Kid K,1,Technotronic 
0,Tennessee,Arrested Development,0,Arrested Development
0,The Best Things in Life Are Free,Luther Vandross and Janet Jackson,0,Luther Vandross and Janet Jackson
0,Make It Happen,Mariah Carey,0,Mariah Carey
0,The One,Elton John,0,Elton John
0,Set Adrift on Memory Bliss,P.M. Dawn,0,P.M. Dawn
0,Stay,Shakespears Sister,0,Shakespears Sister
0,2 Legit 2 Quit,Hammer,0,Hammer
0,Please Don't Go,KWS,0,KWS
0,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,0,Mint Condition
0,Wishing on a Star,The Cover Girls,0,The Cover Girls
0,She's Playing Hard to Get,Hi-Five,0,Hi-Five
0,I'd Die Without You,P.M. Dawn,0,P.M. Dawn
0,Good for Me,Amy Grant,0,Amy Grant
0,All I Want,Toad the Wet Sprocket,0,Toad the Wet Sprocket
0,When a Man Loves a Woman,Michael Bolton,0,Michael Bolton
0,I Can't Dance,Genesis,0,Genesis
0,Hazard,Richard Marx,0,Richard Marx
0,Mysterious Ways,U2,0,U2
0,Too Funky,George Michael,0,George Michael
0,How Do You Talk to an Angel,The Heights,0,The Heights
0,One,U2,0,U2
0,Keep on Walkin',CeCe Peniston,0,CeCe Peniston
0,Hold on My Heart,Genesis,0,Genesis
0,The Way I Feel About You,Karyn White,0,Karyn White
0,Beauty and the Beast,Celine Dion and Peabo Bryson,0,Celine Dion and Peabo Bryson
0,Warm It Up,Kris Kross,0,Kris Kross
0,In the Closet,Michael Jackson,0,Michael Jackson
0,People Everyday,Arrested Development,0,Arrested Development
0,No Son of Mine,Genesis,0,Genesis
0,Wildside,Marky Mark and the Funky Bunch,0,Marky Mark and the Funky Bunch
0,Do I Have to Say the Words?,Bryan Adams,0,Bryan Adams
0,Friday I'm in Love,The Cure,0,The Cure
0,Everything About You,Ugly Kid Joe,0,Ugly Kid Joe
0,Blowing Kisses in the Wind,Paula Abdul,0,Paula Abdul
0,Thought I'd Died and Gone to Heaven,Bryan Adams,0,Bryan Adams
0,Rhythm Is a Dancer,Snap!,0,Snap!
0,Addams Groove,Hammer,0,Hammer
0,Missing You Now,Michael Bolton,0,Michael Bolton
0,Back to the Hotel,N2Deep,0,N2Deep
0,Everything Changes,Kathy Troccoli,0,Kathy Troccoli
0,Have You Ever Needed Someone So Bad,Def Leppard,0,Def Leppard
0,Take This Heart,Richard Marx,0,Richard Marx
0,When I Look Into Your Eyes,FireHouse,0,FireHouse
0,I Wanna Love You,Jade,0,Jade
0,Uhh Ahh,Boyz II Men,0,Boyz II Men
0,Real Love,Mary J. Blige,0,Mary J. Blige
0,Justified and Ancient,The KLF,0,The KLF
0,Slow Motion,Color Me Badd,0,Color Me Badd
0,What About Your Friends,TLC,0,TLC
0,Thinkin' Back,Color Me Badd,0,Color Me Badd
0,Would I Lie to You?,Charles & Eddie,0,Charles & Eddie
0,That's What Love Is For,Amy Grant,0,Amy Grant
0,Keep Coming Back,Richard Marx,0,Richard Marx
0,Free Your Mind,En Vogue,0,En Vogue
0,Keep It Comin',Keith Sweat,0,Keith Sweat
0,Just Take My Heart,Mr. Big,0,Mr. Big
0,I Will Remember You,Amy Grant,0,Amy Grant
0,We Got a Love Thang,CeCe Peniston,0,CeCe Peniston
0,Let's Get Rocked,Def Leppard,0,Def Leppard
0,They Want EFX,Das EFX,0,Das EFX
0,I Can't Make You Love Me,Bonnie Raitt,0,Bonnie Raitt
1,I Will Always Love You,Whitney Houston,0,Whitney Houston
1,Whoomp! (There It Is),Tag Team,0,Tag Team
1,Can't Help Falling in Love,UB40,0,UB40
1,That's the Way Love Goes,Janet Jackson,0,Janet Jackson
1,Freak Me,Silk,0,Silk
1,Weak,SWV,0,SWV
1,If I Ever Fall in Love,Shai,0,Shai
1,Dreamlover,Mariah Carey,0,Mariah Carey
1,Rump Shaker,Wreckx-n-Effect,0,Wreckx-n-Effect
1,Informer,Snow,0,Snow
0,Nuthin' but a 'G' Thang,Dr. Dre,0,Dr. Dre
0,In the Still of the Nite,Boyz II Men,0,Boyz II Men
0,Don't Walk Away,Jade,0,Jade
0,Knockin' da Boots,H-Town,0,H-Town
0,Lately,Jodeci,0,Jodeci
0,Dazzey Duks,Duice,0,Duice
0,Show Me Love,Robin S.,0,Robin S.
0,A Whole New World,Peabo Bryson and Regina Belle,0,Peabo Bryson and Regina Belle
0,If,Janet Jackson,0,Janet Jackson
0,I'm So Into You,SWV,0,SWV
0,Love Is,Vanessa Williams and Brian McKnight,0,Vanessa Williams and Brian McKnight
0,Runaway Train,Soul Asylum,0,Soul Asylum
0,I'll Never Get Over You (Getting Over Me),Exposé,0,Exposé
0,Ditty,Paperboy,0,Paperboy
0,The River of Dreams,Billy Joel,0,Billy Joel
0,I'm Gonna Be (500 Miles),The Proclaimers,0,The Proclaimers
0,Two Princes,Spin Doctors,0,Spin Doctors
0,Right Here (Human Nature) / Downtown,SWV,0,SWV
0,I Have Nothing,Whitney Houston,0,Whitney Houston
0,Mr. Wendal,Arrested Development,0,Arrested Development
0,Have I Told You Lately,Rod Stewart,0,Rod Stewart
0,Saving Forever for You,Shanice,0,Shanice
0,Ordinary World,Duran Duran,0,Duran Duran
0,If I Had No Loot,Tony! Toni! Toné!,0,Tony! Toni! Toné!
0,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,0,Meat Loaf
0,Slam,Onyx,0,Onyx
0,Looking Through Patient Eyes,P.M. Dawn,0,P.M. Dawn
0,I'm Every Woman,Whitney Houston,0,Whitney Houston
0,Baby I'm Yours,Shai,0,Shai
0,Come Undone,Duran Duran,0,Duran Duran
0,I Don't Wanna Fight,Tina Turner,0,Tina Turner
0,"Whoot, There It Is",95 South,0,95 South
0,Hip Hop Hooray,Naughty by Nature,0,Naughty by Nature
0,Another Sad Love Song,Toni Braxton,0,Toni Braxton
0,Will You Be There,Michael Jackson,0,Michael Jackson
0,Comforter,Shai,0,Shai
0,Good Enough,Bobby Brown,0,Bobby Brown
0,What's Up?,4 Non Blondes,0,4 Non Blondes
0,All That She Wants,Ace of Base,0,Ace of Base
0,7,Prince and The New Power Generation,0,Prince and The New Power Generation
0,Dre Day,Dr. Dre,0,Dr. Dre
0,One Last Cry,Brian McKnight,0,Brian McKnight
0,Just Kickin' It,Xscape,0,Xscape
0,I Get Around,2Pac,0,2Pac
0,Bed of Roses,Bon Jovi,0,Bon Jovi
0,Here We Go Again!,Portrait,0,Portrait
0,Cryin',Aerosmith,0,Aerosmith
0,Cat's in the Cradle,Ugly Kid Joe,0,Ugly Kid Joe
0,I Got a Man,Positive K,0,Positive K
0,Hey Mr. D.J.,Zhané,0,Zhané
0,Insane in the Brain,Cypress Hill,0,Cypress Hill
0,Deeper and Deeper,Madonna,0,Madonna
0,Rain,Madonna,0,Madonna
0,The Right Kind of Love,Jeremy Jordan,0,Jeremy Jordan
0,Bad Boys,Inner Circle,0,Inner Circle
0,That's What Love Can Do,Boy Krazy,0,Boy Krazy
0,Do You Believe in Us,Jon Secada,0,Jon Secada
0,Angel,Jon Secada,0,Jon Secada
0,Forever in Love,Kenny G,0,Kenny G
0,Again,Janet Jackson,0,Janet Jackson
0,Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,0,DJ Jazzy Jeff & The Fresh Prince
0,When She Cries,Restless Heart,0,Restless Heart
0,Sweat (A La La La La Long),Inner Circle,0,Inner Circle
0,It Was a Good Day,Ice Cube,0,Ice Cube
0,More and More,Captain Hollywood Project,0,Captain Hollywood Project
0,Rebirth of Slick (Cool Like Dat),Digable Planets,0,Digable Planets
0,What Is Love,Haddaway,0,Haddaway
0,To Love Somebody,Michael Bolton,0,Michael Bolton
0,"Give It Up, Turn It Loose",En Vogue,0,En Vogue
0,Alright,Kris Kross featuring Super Cat,1,Kris Kross 
0,Check Yo Self,Ice Cube featuring Das EFX,1,Ice Cube 
0,Fields of Gold,Sting,0,Sting
0,Ooh Child,Dino,0,Dino
0,Faithful,Go West,0,Go West
0,Reason to Believe,Rod Stewart,0,Rod Stewart
0,Break It Down Again,Tears for Fears,0,Tears for Fears
0,Nothin' My Love Can't Fix,Joey Lawrence,0,Joey Lawrence
0,Three Little Pigs,Green Jellÿ,0,Green Jellÿ
0,Livin' on the Edge,Aerosmith,0,Aerosmith
0,Hey Jealousy,Gin Blossoms,0,Gin Blossoms
0,If I Ever Lose My Faith in You,Sting,0,Sting
0,Anniversary,Tony! Toni! Toné!,0,Tony! Toni! Toné!
0,One Woman,Jade,0,Jade
0,Can't Get Enough of Your Love,Taylor Dayne,0,Taylor Dayne
0,Two Steps Behind,Def Leppard,0,Def Leppard
1,The Sign,Ace of Base,0,Ace of Base
1,I Swear,All-4-One,0,All-4-One
1,I'll Make Love to You,Boyz II Men,0,Boyz II Men
1,The Power of Love,Celine Dion,0,Celine Dion
1,Hero,Mariah Carey,0,Mariah Carey
1,Stay (I Missed You),Lisa Loeb and Nine Stories,0,Lisa Loeb and Nine Stories
1,Breathe Again,Toni Braxton,0,Toni Braxton
1,All for Love,"Bryan Adams, Rod Stewart and Sting",0,"Bryan Adams, Rod Stewart and Sting"
1,Don't Turn Around,Ace of Base,0,Ace of Base
0,Bump n' Grind,R. Kelly,0,R. Kelly
0,I'll Remember,Madonna,0,Madonna
0,Whatta Man,Salt-n-Pepa featuring En Vogue,1,Salt-n-Pepa 
0,Wild Night,John Mellencamp with Meshell Ndegeocello,0,John Mellencamp with Meshell Ndegeocello
0,Without You / Never Forget You,Mariah Carey,0,Mariah Carey
0,You Mean the World to Me,Toni Braxton,0,Toni Braxton
0,Can You Feel the Love Tonight,Elton John,0,Elton John
0,The Most Beautiful Girl in the World,Prince,0,Prince
0,Fantastic Voyage,Coolio,0,Coolio
0,"Baby, I Love Your Way",Big Mountain,0,Big Mountain
0,Regulate,Warren G and Nate Dogg,0,Warren G and Nate Dogg
0,If You Go,Jon Secada,0,Jon Secada
0,Back & Forth,Aaliyah,0,Aaliyah
0,Now and Forever,Richard Marx,0,Richard Marx
0,When Can I See You,Babyface,0,Babyface
0,Please Forgive Me,Bryan Adams,0,Bryan Adams
0,So Much in Love,All-4-One,0,All-4-One
0,Shoop,Salt-n-Pepa,0,Salt-n-Pepa
0,"Any Time, Any Place / And On and On",Janet Jackson,0,Janet Jackson
0,Shine,Collective Soul,0,Collective Soul
0,Said I Loved You...But I Lied,Michael Bolton,0,Michael Bolton
0,Return to Innocence,Enigma,0,Enigma
0,All I Wanna Do,Sheryl Crow,0,Sheryl Crow
0,Mmm Mmm Mmm Mmm,Crash Test Dummies,0,Crash Test Dummies
0,Can We Talk,Tevin Campbell,0,Tevin Campbell
0,Funkdafied,Da Brat,0,Da Brat
0,Gangsta Lean,DRS,0,DRS
0,Because the Night,"10,000 Maniacs",0,"10,000 Maniacs"
