Hit,Title,Artist,Featuring,Artist_Feat,lookup,available_markets,release_date,total_followers,genres,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence
0,Perfect World,Huey Lewis and the News,0,Huey Lewis and the News,Perfect World Huey Lewis and the News,184.0,1988,1378025.0,"['album rock', 'classic rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",64.0,0.15,0.775,251000.0,0.594,0.0,0.0,0.129,-12.616,0.0297,110.758,4.0,0.911
0,New Sensation,INXS,0,INXS,New Sensation INXS,182.0,1987,2264245.0,"['australian rock', 'classic rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']",71.0,0.00712,0.682,220160.0,0.954,4.04e-05,9.0,0.052,-4.951,0.0625,115.475,4.0,0.928
0,Catch Me (I'm Falling),Pretty Poison,0,Pretty Poison,Catch Me (I'm Falling) Pretty Poison,183.0,1988-01-01,11760.0,['freestyle'],34.0,0.00412,0.757,295227.0,0.727,0.0628,9.0,0.098,-11.816,0.0388,118.609,4.0,0.886
0,If It Isn't Love,New Edition,0,New Edition,If It Isn't Love New Edition,184.0,1988-01-01,1428216.0,"['boy band', 'contemporary r&b', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",58.0,0.0915,0.588,309840.0,0.856,2.62e-05,5.0,0.365,-12.418,0.0378,97.968,4.0,0.781
0,Rocket 2 U,The Jets,0,The Jets,Rocket 2 U The Jets,184.0,2001-01-01,263698.0,"['freestyle', 'minneapolis sound', 'new wave pop', 'quiet storm', 'soft rock', 'urban contemporary']",48.0,0.0312,0.889,258093.0,0.651,0.00909,2.0,0.0739,-7.264,0.0437,119.784,4.0,0.967
0,One Good Woman,Peter Cetera,0,Peter Cetera,One Good Woman Peter Cetera,184.0,1988-07-29,812439.0,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",62.0,0.427,0.757,277973.0,0.638,0.000406,7.0,0.0657,-9.2,0.0269,124.165,4.0,0.643
0,Don't Be Cruel,Cheap Trick,0,Cheap Trick,Don't Be Cruel Cheap Trick,184.0,1988-04-12,1280955.0,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock']",62.0,0.0747,0.538,187200.0,0.497,1.64e-06,2.0,0.0713,-12.068,0.0357,168.065,4.0,0.89
0,Candle in the Wind,Elton John,0,Elton John,Candle in the Wind Elton John,180.0,1995-11-06,10780322.0,"['glam rock', 'mellow gold', 'piano rock']",86.0,0.208,0.596,228933.0,0.468,5.17e-06,4.0,0.195,-11.694,0.0292,124.139,4.0,0.584
0,Everything Your Heart Desires,Daryl Hall & John Oates,0,Daryl Hall & John Oates,Everything Your Heart Desires Daryl Hall & John Oates,184.0,1988-07-27,1999108.0,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",75.0,0.157,0.706,300467.0,0.861,1.29e-06,10.0,0.256,-5.774,0.0411,99.992,4.0,0.887
0,Say You Will,Foreigner,0,Foreigner,Say You Will Foreigner,184.0,1987-11-25,2659004.0,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",69.0,0.195,0.72,255653.0,0.72,0.0,3.0,0.0448,-7.383,0.0264,126.041,4.0,0.636
0,I Want Her,Keith Sweat,0,Keith Sweat,I Want Her Keith Sweat,184.0,2004-01-13,1834180.0,"['contemporary r&b', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",59.0,0.00219,0.757,221400.0,0.496,9.27e-05,11.0,0.0395,-8.031,0.0467,107.963,4.0,0.862
0,Pink Cadillac,Natalie Cole,0,Natalie Cole,Pink Cadillac Natalie Cole,184.0,1991-06-04,532881.0,"['adult standards', 'lounge', 'quiet storm', 'vocal jazz']",64.0,0.411,0.901,268667.0,0.577,9.54e-05,5.0,0.0447,-10.314,0.0565,124.995,4.0,0.96
0,Fast Car,Tracy Chapman,0,Tracy Chapman,Fast Car Tracy Chapman,184.0,1988-04-05,1396832.0,"['folk', 'lilith', 'singer-songwriter', ""women's music""]",69.0,0.313,0.711,296800.0,0.292,0.0,4.0,0.131,-15.523,0.037,103.951,4.0,0.194
0,Electric Blue,Icehouse,0,Icehouse,Electric Blue Icehouse,184.0,1987-09-21,318316.0,"['australian rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",55.0,0.0608,0.688,263680.0,0.909,1.97e-06,10.0,0.1,-4.756,0.0354,109.673,4.0,0.641
0,The Valley Road,Bruce Hornsby and the Range,0,Bruce Hornsby and the Range,The Valley Road Bruce Hornsby and the Range,184.0,1988,344788.0,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'pop rock', 'singer-songwriter', 'soft rock']",56.0,0.411,0.619,282293.0,0.55,0.00637,2.0,0.0835,-9.682,0.0291,126.163,4.0,0.529
0,Don't Be Cruel,Bobby Brown,0,Bobby Brown,Don't Be Cruel Bobby Brown,184.0,1988-01-01,1019656.0,"['contemporary r&b', 'funk', 'hip hop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",57.0,0.000127,0.781,408307.0,0.731,3.06e-05,6.0,0.235,-12.277,0.0565,102.398,4.0,0.717
0,Always on My Mind,Pet Shop Boys,0,Pet Shop Boys,Always on My Mind Pet Shop Boys,168.0,1998-03-31,1499312.0,"['art pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",68.0,0.0116,0.533,234907.0,0.783,0.0565,7.0,0.186,-10.61,0.0366,124.874,4.0,0.726
0,Piano in the Dark,Brenda Russell featuring Joe Esposito,1,Brenda Russell ,Piano in the Dark Brenda Russell ,169.0,1992-01-01,62670.0,"['quiet storm', 'smooth jazz', 'urban contemporary']",47.0,0.315,0.738,320467.0,0.434,0.00013,5.0,0.104,-12.069,0.0234,99.819,4.0,0.417
0,When It's Love,Van Halen,0,Van Halen,When It's Love Van Halen,182.0,1988-05-15,5174022.0,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",73.0,0.0483,0.562,339840.0,0.63,0.000102,2.0,0.0926,-12.332,0.0255,99.369,4.0,0.402
0,Don't Shed a Tear,Paul Carrack,0,Paul Carrack,Don't Shed a Tear Paul Carrack,184.0,1987-11-01,161389.0,"['mellow gold', 'new wave pop', 'soft rock']",56.0,0.0609,0.644,295427.0,0.657,7.67e-05,11.0,0.0498,-11.167,0.0307,109.785,4.0,0.945
0,We'll Be Together,Sting,0,Sting,We'll Be Together Sting,184.0,1987-01-01,2808991.0,"['permanent wave', 'soft rock', 'sophisti-pop']",72.0,0.282,0.776,295560.0,0.835,0.00025,0.0,0.243,-12.986,0.035,116.548,4.0,0.977
0,I Hate Myself for Loving You,Joan Jett and the Blackhearts,0,Joan Jett and the Blackhearts,I Hate Myself for Loving You Joan Jett and the Blackhearts,184.0,1988-05-23,655409.0,"['glam punk', 'rock']",65.0,0.0847,0.611,246800.0,0.882,1.08e-06,9.0,0.192,-11.225,0.0538,117.932,4.0,0.605
0,I Don't Want to Live Without You,Foreigner,0,Foreigner,I Don't Want to Live Without You Foreigner,184.0,1987-11-25,2659004.0,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",69.0,0.436,0.431,237693.0,0.522,1.91e-05,11.0,0.109,-8.625,0.0295,199.786,4.0,0.233
0,Nite and Day,Al B. Sure!,0,Al B. Sure!,Nite and Day Al B. Sure!,184.0,1988-04-26,521208.0,"['contemporary r&b', 'funk', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'urban contemporary']",48.0,0.029,0.655,238013.0,0.477,0.000221,1.0,0.0518,-9.616,0.0421,92.097,4.0,0.642
0,Don't You Know What the Night Can Do?,Steve Winwood,0,Steve Winwood,Don't You Know What the Night Can Do? Steve Winwood,184.0,1988-01-01,922518.0,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'symphonic rock']",61.0,0.223,0.597,415333.0,0.381,0.00108,0.0,0.0623,-17.251,0.0355,171.983,4.0,0.556
0,One Moment in Time,Whitney Houston,0,Whitney Houston,One Moment in Time Whitney Houston,184.0,2021-01-01,8780579.0,"['dance pop', 'urban contemporary']",79.0,0.498,0.266,285000.0,0.54,0.0,0.0,0.0939,-6.742,0.0332,155.473,4.0,0.33
0,Can't Stay Away from You,Gloria Estefan and Miami Sound Machine,0,Gloria Estefan and Miami Sound Machine,Can't Stay Away from You Gloria Estefan and Miami Sound Machine,183.0,2013,1755040.0,[],0.0,0.426,0.59,238560.0,0.424,5.92e-05,2.0,0.0606,-10.594,0.0379,155.773,4.0,0.557
0,Kissing a Fool,George Michael,0,George Michael,Kissing a Fool George Michael,183.0,1998-11-09,4076761.0,"['dance pop', 'new wave pop']",74.0,0.169,0.394,275333.0,0.274,8.16e-06,5.0,0.105,-14.314,0.0312,116.694,3.0,0.169
0,Cherry Bomb,John Cougar Mellencamp,0,John Cougar Mellencamp,Cherry Bomb John Cougar Mellencamp,180.0,1987,1460486.0,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",66.0,0.0509,0.744,287107.0,0.945,1.41e-06,7.0,0.0435,-3.266,0.0286,113.882,4.0,0.961
0,I Still Believe,Brenda K. Starr,0,Brenda K. Starr,I Still Believe Brenda K. Starr,184.0,1987-01-01,13407.0,['freestyle'],40.0,0.28,0.636,232400.0,0.486,0.0,4.0,0.0835,-11.47,0.0279,118.046,4.0,0.356
0,I Found Someone,Cher,0,Cher,I Found Someone Cher,184.0,1987-01-01,2808517.0,"['dance pop', 'hollywood', 'new wave pop']",69.0,0.557,0.538,223160.0,0.604,0.0,2.0,0.162,-10.936,0.0262,102.839,4.0,0.373
0,Never Tear Us Apart,INXS,0,INXS,Never Tear Us Apart INXS,182.0,1987,2264245.0,"['australian rock', 'classic rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']",71.0,0.00309,0.664,184587.0,0.613,0.000128,0.0,0.175,-7.56,0.0273,96.6,3.0,0.193
0,Valerie,Steve Winwood,0,Steve Winwood,Valerie Steve Winwood,184.0,1982-08-02,922518.0,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'symphonic rock']",61.0,0.567,0.717,246667.0,0.527,0.00668,9.0,0.0785,-10.779,0.0292,116.288,4.0,0.731
0,Just Like Paradise,David Lee Roth,0,David Lee Roth,Just Like Paradise David Lee Roth,184.0,1988-01-26,583782.0,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal', 'rock']",51.0,0.0219,0.611,243280.0,0.853,0.0,2.0,0.671,-4.983,0.034,135.558,4.0,0.376
0,Nothin' but a Good Time,Poison,0,Poison,Nothin' but a Good Time Poison,184.0,1988-05-03,2895918.0,"['album rock', 'glam metal', 'hard rock', 'rock']",64.0,0.0434,0.468,223407.0,0.969,0.0,1.0,0.329,-3.4,0.109,129.171,4.0,0.504
0,Wait,White Lion,0,White Lion,Wait White Lion,183.0,1987,789627.0,"['album rock', 'glam metal', 'hard rock', 'rock']",53.0,0.0618,0.426,240800.0,0.651,4.37e-06,2.0,0.279,-10.139,0.0347,142.004,4.0,0.414
0,Prove Your Love,Taylor Dayne,0,Taylor Dayne,Prove Your Love Taylor Dayne,184.0,1988-01-19,399012.0,"['dance pop', 'hi-nrg', 'new wave pop', 'soft rock']",56.0,0.338,0.399,206187.0,0.971,1.9e-05,2.0,0.359,-5.076,0.0515,118.015,4.0,0.772
1,Look Away,Chicago,0,Chicago,Look Away Chicago,150.0,2005-01-25,3404944.0,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",69.0,0.464,0.394,240653.0,0.557,0.0,9.0,0.112,-7.152,0.0324,172.912,4.0,0.186
1,My Prerogative,Bobby Brown,0,Bobby Brown,My Prerogative Bobby Brown,184.0,1988-01-01,1019656.0,"['contemporary r&b', 'funk', 'hip hop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",57.0,0.0655,0.762,291560.0,0.625,0.0,9.0,0.252,-10.481,0.0562,110.163,4.0,0.696
1,Every Rose Has Its Thorn,Poison,0,Poison,Every Rose Has Its Thorn Poison,184.0,1988-05-03,2895918.0,"['album rock', 'glam metal', 'hard rock', 'rock']",64.0,0.233,0.459,260224.0,0.704,1.66e-06,6.0,0.374,-5.564,0.0356,140.367,4.0,0.342
1,Straight Up,Paula Abdul,0,Paula Abdul,Straight Up Paula Abdul,184.0,1988-01-01,964275.0,"['dance pop', 'new wave pop', 'soft rock', 'urban contemporary']",54.0,0.267,0.769,250032.0,0.826,0.0177,7.0,0.0638,-8.252,0.0624,95.862,4.0,0.762
1,Miss You Much,Janet Jackson,0,Janet Jackson,Miss You Much Janet Jackson,181.0,1989-09-19,3399554.0,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",66.0,0.0284,0.703,252427.0,0.973,9.59e-05,6.0,0.302,-8.719,0.0401,115.184,4.0,0.704
1,Cold Hearted,Paula Abdul,0,Paula Abdul,Cold Hearted Paula Abdul,184.0,1988-01-01,964275.0,"['dance pop', 'new wave pop', 'soft rock', 'urban contemporary']",54.0,0.149,0.879,230853.0,0.679,0.00871,7.0,0.0787,-8.59,0.0421,122.38,4.0,0.724
1,Wind Beneath My Wings,Bette Midler,0,Bette Midler,Wind Beneath My Wings Bette Midler,183.0,1988,657772.0,"['adult standards', 'hollywood', 'mellow gold', 'new wave pop', 'soft rock']",60.0,0.551,0.51,293853.0,0.458,0.0,10.0,0.0853,-7.566,0.0289,123.694,4.0,0.177
1,Girl You Know It's True,Milli Vanilli,0,Milli Vanilli,Girl You Know It's True Milli Vanilli,184.0,2013-07-26,305163.0,['new jack swing'],51.0,0.00797,0.772,198573.0,0.822,0.00148,10.0,0.457,-5.649,0.123,97.718,4.0,0.526
1,"Baby, I Love Your Way/Freebird Medley",Will to Power,0,Will to Power,"Baby, I Love Your Way/Freebird Medley Will to Power",180.0,1988-08-09,42920.0,['freestyle'],44.0,0.02,0.625,247200.0,0.435,0.00245,7.0,0.202,-12.02,0.0286,150.832,4.0,0.484
1,Giving You the Best That I Got,Anita Baker,0,Anita Baker,Giving You the Best That I Got Anita Baker,169.0,1988-10-18,1124611.0,"['contemporary r&b', 'funk', 'neo soul', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'urban contemporary']",57.0,0.819,0.644,260507.0,0.447,6.84e-05,2.0,0.184,-11.071,0.0367,105.699,4.0,0.356
0,Right Here Waiting,Richard Marx,0,Richard Marx,Right Here Waiting Richard Marx,184.0,1989-01-01,1121310.0,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",66.0,0.8,0.395,264333.0,0.252,0.0,0.0,0.101,-13.589,0.0301,177.679,4.0,0.126
0,Waiting For a Star to Fall,Boy Meets Girl,0,Boy Meets Girl,Waiting For a Star to Fall Boy Meets Girl,184.0,1988-06-01,26777.0,['new wave pop'],48.0,0.145,0.662,270720.0,0.844,0.00011,3.0,0.137,-6.034,0.027,116.346,4.0,0.592
0,Lost in Your Eyes,Debbie Gibson,0,Debbie Gibson,Lost in Your Eyes Debbie Gibson,184.0,1989-01-10,486192.0,"['new wave pop', 'soft rock']",54.0,0.335,0.512,215147.0,0.588,0.000806,7.0,0.0963,-8.591,0.0276,144.521,4.0,0.242
0,Don't Wanna Lose You,Gloria Estefan,0,Gloria Estefan,Don't Wanna Lose You Gloria Estefan,183.0,1989-07-06,667078.0,"['latin pop', 'new wave pop', 'soft rock']",67.0,0.413,0.547,249568.0,0.356,1.56e-06,5.0,0.128,-14.127,0.0244,82.19,4.0,0.467
0,Heaven,Warrant,0,Warrant,Heaven Warrant,184.0,1989,1109452.0,"['album rock', 'glam metal', 'hard rock', 'rock']",56.0,0.115,0.461,236867.0,0.488,0.0,6.0,0.128,-11.143,0.0287,145.778,4.0,0.33
0,Girl I'm Gonna Miss You,Milli Vanilli,0,Milli Vanilli,Girl I'm Gonna Miss You Milli Vanilli,164.0,2010-04-30,1755040.0,[],0.0,0.109,0.726,224413.0,0.458,0.00221,9.0,0.0934,-10.079,0.0528,75.715,4.0,0.814
0,The Look,Roxette,0,Roxette,The Look Roxette,184.0,1988-10-21,1890821.0,"['europop', 'new wave pop', 'soft rock', 'swedish pop']",71.0,0.0531,0.634,237320.0,0.838,8.34e-06,2.0,0.0522,-5.363,0.0413,95.011,4.0,0.541
0,She Drives Me Crazy,Fine Young Cannibals,0,Fine Young Cannibals,She Drives Me Crazy Fine Young Cannibals,184.0,1988-01-01,743389.0,"['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'synthpop']",60.0,0.193,0.799,215773.0,0.687,0.000188,2.0,0.0307,-5.682,0.0431,108.804,4.0,0.965
0,On Our Own,Bobby Brown,0,Bobby Brown,On Our Own Bobby Brown,184.0,1989-06-16,1755040.0,[],0.0,0.0035,0.659,294413.0,0.899,0.0,2.0,0.0629,-6.207,0.0423,101.802,4.0,0.562
0,Two Hearts,Phil Collins,0,Phil Collins,Two Hearts Phil Collins,169.0,2004-09-14,4934393.0,"['mellow gold', 'rock drums', 'soft rock']",76.0,0.311,0.582,204387.0,0.908,0.0323,7.0,0.0625,-2.48,0.039,155.561,4.0,0.711
0,Blame It on the Rain,Milli Vanilli,0,Milli Vanilli,Blame It on the Rain Milli Vanilli,184.0,2011-06-03,305163.0,['new jack swing'],51.0,0.00326,0.758,248533.0,0.827,0.000169,4.0,0.0946,-6.151,0.0774,97.515,4.0,0.506
0,Listen to Your Heart,Roxette,0,Roxette,Listen to Your Heart Roxette,184.0,1988-10-21,1890821.0,"['europop', 'new wave pop', 'soft rock', 'swedish pop']",71.0,0.108,0.539,328093.0,0.583,0.0,1.0,0.111,-4.935,0.0275,86.063,4.0,0.337
0,I'll Be There for You,Bon Jovi,0,Bon Jovi,I'll Be There for You Bon Jovi,180.0,1988-09-13,11691349.0,"['glam metal', 'rock']",79.0,0.0532,0.437,346587.0,0.727,0.0,2.0,0.103,-5.432,0.0293,73.029,4.0,0.233
0,If You Don't Know Me by Now,Simply Red,0,Simply Red,If You Don't Know Me by Now Simply Red,70.0,2010-11-01,2028949.0,"['british soul', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop']",67.0,0.506,0.504,208107.0,0.371,2.74e-06,10.0,0.108,-7.543,0.0305,90.607,3.0,0.213
0,Like a Prayer,Madonna,0,Madonna,Like a Prayer Madonna,145.0,2009-09-18,6649374.0,['dance pop'],78.0,0.264,0.624,342680.0,0.842,2.11e-05,5.0,0.181,-5.285,0.0376,111.037,4.0,0.257
0,I'll Be Loving You (Forever),New Kids on the Block,0,New Kids on the Block,I'll Be Loving You (Forever) New Kids on the Block,184.0,1988-09-02,681741.0,"['boy band', 'dance pop']",57.0,0.285,0.597,263933.0,0.282,0.0,11.0,0.105,-17.23,0.0256,134.797,4.0,0.301
0,How Can I Fall?,Breathe,0,Breathe,How Can I Fall? Breathe,184.0,1988-01-01,13143.0,['sophisti-pop'],39.0,0.397,0.499,284360.0,0.417,0.0,9.0,0.0622,-13.982,0.0286,132.195,4.0,0.505
0,Baby Don't Forget My Number,Milli Vanilli,0,Milli Vanilli,Baby Don't Forget My Number Milli Vanilli,184.0,1988-11-14,305163.0,['new jack swing'],51.0,0.00543,0.851,249640.0,0.649,0.0029,6.0,0.156,-12.877,0.0748,100.302,4.0,0.846
0,Toy Soldiers,Martika,0,Martika,Toy Soldiers Martika,184.0,1988-06-01,190247.0,"['minneapolis sound', 'new wave pop']",46.0,0.405,0.513,287600.0,0.591,0.0,1.0,0.126,-6.407,0.0274,130.167,4.0,0.173
0,Forever Your Girl,Paula Abdul,0,Paula Abdul,Forever Your Girl Paula Abdul,184.0,1988-01-01,964275.0,"['dance pop', 'new wave pop', 'soft rock', 'urban contemporary']",54.0,0.185,0.701,299073.0,0.891,0.0454,2.0,0.076,-7.873,0.0446,119.966,4.0,0.747
0,The Living Years,Mike + The Mechanics,0,Mike + The Mechanics,The Living Years Mike + The Mechanics,181.0,1988-10-28,593962.0,"['album rock', 'art rock', 'classic uk pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'synthpop']",59.0,0.655,0.527,332333.0,0.429,0.0,8.0,0.0865,-12.431,0.0321,97.893,4.0,0.277
0,Eternal Flame,The Bangles,0,The Bangles,Eternal Flame The Bangles,181.0,1988-07-17,1194253.0,"['album rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock', 'synthpop']",63.0,0.635,0.521,235667.0,0.233,0.0,7.0,0.245,-13.683,0.0254,78.93,3.0,0.4
0,Wild Thing,Tone Loc,0,Tone Loc,Wild Thing Tone Loc,184.0,1989-01-01,247845.0,"['hip hop', 'hip house']",48.0,0.000507,0.943,263573.0,0.685,8.56e-06,7.0,0.0604,-11.903,0.188,125.515,4.0,0.813
0,When I See You Smile,Bad English,0,Bad English,When I See You Smile Bad English,182.0,1989-06-15,293861.0,"['album rock', 'glam metal', 'hard rock', 'mellow gold', 'soft rock']",49.0,0.42,0.495,257440.0,0.609,0.0,7.0,0.187,-9.902,0.0339,135.671,4.0,0.33
0,If I Could Turn Back Time,Cher,0,Cher,If I Could Turn Back Time Cher,184.0,1989-01-01,2808517.0,"['dance pop', 'hollywood', 'new wave pop']",69.0,0.243,0.658,239827.0,0.575,0.0,11.0,0.122,-10.365,0.0267,108.329,4.0,0.504
0,Buffalo Stance,Neneh Cherry,0,Neneh Cherry,Buffalo Stance Neneh Cherry,183.0,1989-01-01,145900.0,"['new wave pop', 'urban contemporary']",53.0,0.0113,0.708,342360.0,0.627,3.13e-05,1.0,0.338,-11.155,0.0614,107.246,4.0,0.764
0,When I'm with You,Sheriff,0,Sheriff,When I'm with You Sheriff,183.0,1982-01-01,6711.0,['classic canadian rock'],37.0,0.274,0.248,238040.0,0.324,0.00946,9.0,0.113,-10.878,0.03,135.786,4.0,0.122
0,Don't Rush Me,Taylor Dayne,0,Taylor Dayne,Don't Rush Me Taylor Dayne,184.0,1988-01-19,399012.0,"['dance pop', 'hi-nrg', 'new wave pop', 'soft rock']",56.0,0.407,0.73,228000.0,0.906,2.64e-05,7.0,0.288,-4.729,0.0412,130.267,4.0,0.959
0,Born to Be My Baby,Bon Jovi,0,Bon Jovi,Born to Be My Baby Bon Jovi,180.0,1988-09-13,11691349.0,"['glam metal', 'rock']",79.0,0.0089,0.534,280107.0,0.959,0.0,7.0,0.347,-4.289,0.0379,131.278,4.0,0.756
0,Good Thing,Fine Young Cannibals,0,Fine Young Cannibals,Good Thing Fine Young Cannibals,184.0,1988-01-01,743389.0,"['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'synthpop']",60.0,0.0708,0.747,201867.0,0.586,8e-05,9.0,0.0427,-10.119,0.0299,164.718,4.0,0.893
0,The Lover in Me,Sheena Easton,0,Sheena Easton,The Lover in Me Sheena Easton,182.0,1988-11-01,574768.0,"['adult standards', 'mellow gold', 'minneapolis sound', 'new romantic', 'new wave pop', 'soft rock']",57.0,0.0274,0.818,301373.0,0.808,0.0,7.0,0.0592,-8.536,0.0467,115.221,4.0,0.931
0,Bust a Move,Young MC,0,Young MC,Bust a Move Young MC,184.0,2000-01-01,1755040.0,[],0.0,0.0816,0.954,265667.0,0.614,9.25e-05,4.0,0.086,-11.48,0.106,117.548,4.0,0.839
0,"Once Bitten, Twice Shy",Great White,0,Great White,"Once Bitten, Twice Shy Great White",184.0,1989-01-01,829972.0,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",52.0,0.028,0.723,322897.0,0.541,0.00339,0.0,0.133,-14.021,0.0303,131.675,4.0,0.607
0,Batdance,Prince,0,Prince,Batdance Prince,171.0,1989-06-20,6518041.0,"['funk', 'funk rock', 'minneapolis sound', 'synth funk']",72.0,0.168,0.594,373733.0,0.702,0.109,1.0,0.142,-9.894,0.0842,135.406,4.0,0.466
0,Rock On,Michael Damian,0,Michael Damian,Rock On Michael Damian,184.0,2009-03-31,1549.0,[],21.0,0.0315,0.433,212348.0,0.798,0.00196,1.0,0.048,-3.603,0.0805,168.247,4.0,0.584
0,Real Love,Jody Watley,0,Jody Watley,Real Love Jody Watley,183.0,1989-01-01,276169.0,"['contemporary r&b', 'disco', 'freestyle', 'funk', 'minneapolis sound', 'new wave pop', 'post-disco', 'quiet storm', 'urban contemporary', 'vocal house']",42.0,0.00241,0.7,261440.0,0.727,0.00131,7.0,0.0267,-8.341,0.0737,109.165,4.0,0.704
0,Love Shack,The B-52's,0,The B-52's,Love Shack The B-52's,172.0,1989-06-23,908930.0,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']",61.0,0.0544,0.701,320680.0,0.803,1.54e-06,5.0,0.7,-6.786,0.0545,133.608,4.0,0.903
0,Every Little Step,Bobby Brown,0,Bobby Brown,Every Little Step Bobby Brown,184.0,1988-01-01,1019656.0,"['contemporary r&b', 'funk', 'hip hop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",57.0,0.00721,0.797,237240.0,0.656,0.0,1.0,0.0377,-11.601,0.0404,99.828,4.0,0.948
0,Hangin' Tough,New Kids on the Block,0,New Kids on the Block,Hangin' Tough New Kids on the Block,184.0,1988-09-02,681741.0,"['boy band', 'dance pop']",57.0,0.119,0.763,256560.0,0.552,0.000695,6.0,0.28,-11.98,0.0449,90.775,4.0,0.744
0,My Heart Can't Tell You No,Rod Stewart,0,Rod Stewart,My Heart Can't Tell You No Rod Stewart,182.0,2009-09-28,3958369.0,"['mellow gold', 'soft rock']",74.0,0.447,0.612,352227.0,0.485,2.26e-06,7.0,0.0796,-10.548,0.0241,91.385,4.0,0.534
0,So Alive,Love and Rockets,0,Love and Rockets,So Alive Love and Rockets,184.0,1989-09-04,171930.0,"['dream pop', 'gothic rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk']",44.0,0.00548,0.698,257827.0,0.567,0.234,10.0,0.147,-13.968,0.0296,118.826,4.0,0.919
0,You Got It (The Right Stuff),New Kids on the Block,0,New Kids on the Block,You Got It (The Right Stuff) New Kids on the Block,184.0,1988-09-02,681741.0,"['boy band', 'dance pop']",57.0,0.0126,0.787,249960.0,0.522,1.34e-06,0.0,0.0671,-13.029,0.0578,111.576,4.0,0.923
0,Armageddon It,Def Leppard,0,Def Leppard,Armageddon It Def Leppard,184.0,1987-08-03,4178446.0,"['album rock', 'hard rock', 'nwobhm', 'rock']",70.0,0.000798,0.65,322867.0,0.921,0.0298,9.0,0.134,-6.014,0.0359,119.8,4.0,0.648
0,Satisfied,Richard Marx,0,Richard Marx,Satisfied Richard Marx,184.0,1989-01-01,1121310.0,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",66.0,0.0717,0.572,254467.0,0.914,0.00776,8.0,0.319,-8.436,0.0311,108.991,4.0,0.843
